Number,Model,Company,Price,Rating,No_of_ratings,TotalReviews,RamSize,RomSize,,15228.30579
4986,"POCO M4 5G (Cool Blue, 64 GB)",POCO,11999,4.2,"45,400","3,749",4 GB,64 GB,,
5012,"POCO M4 Pro 5G (Yellow, 64 GB)",POCO,11999,4.3,"33,258","2,972",4 GB,64 GB,,
5046,"MOTOROLA g31 (Baby Blue, 128 GB)",MOTOROLA,11999,4.1,"12,475","1,337",6 GB,128 GB,,
5055,"REDMI 10 (Pacific Blue, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
5077,"REDMI 10 (Caribbean Green, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
5081,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5090,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5099,"Infinix Hot 12 Pro (Halo White, 128 GB)",Infinix,11999,4,"3,969",355,8 GB,128 GB,,
5105,"realme C35 (Glowing Green, 64 GB)",realme,11999,4.4,"1,59,779","9,431",4 GB,64 GB,,
5110,"REDMI 10 (Caribbean Green, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
5117,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5138,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5159,"MOTOROLA g52 (Charcoal Grey, 64 GB)",MOTOROLA,11999,4.2,"8,442","1,070",4 GB,64 GB,,
5186,"Infinix Note 12 (Jewel Blue, 128 GB)",Infinix,11999,4.2,"11,430","1,103",6 GB,128 GB,,
5187,"Infinix Note 12 (Force Black, 128 GB)",Infinix,11999,4.2,"11,430","1,103",6 GB,128 GB,,
5230,"REDMI Note 11 SE (Thunder Purple, 64 GB)",REDMI,11999,4.3,"30,409","1,886",6 GB,64 GB,,
5338,"realme C25_Y (Metal Grey, 128 GB)",realme,11999,4.5,"46,231","2,216",4 GB,128 GB,,
5376,"realme C25_Y (Glacier Blue, 128 GB)",realme,11999,4.5,"46,231","2,216",4 GB,128 GB,,
5400,"REDMI Note 11 SE (Space Black, 64 GB)",REDMI,11999,4.3,"30,409","1,886",6 GB,64 GB,,
5431,"POCO M4 Pro 5G (Cool Blue, 64 GB)",POCO,11999,4.3,"33,258","2,972",4 GB,64 GB,,
5464,"vivo T1X (Gravity Black, 64 GB)",vivo,11999,4.5,"68,117","3,863",4 GB,64 GB,,
5465,"vivo T1X (Space Blue, 64 GB)",vivo,11999,4.5,"68,117","3,863",4 GB,64 GB,,
5466,"POCO M4 5G (Cool Blue, 64 GB)",POCO,11999,4.2,"45,400","3,749",4 GB,64 GB,,
5492,"POCO M4 Pro 5G (Yellow, 64 GB)",POCO,11999,4.3,"33,258","2,972",4 GB,64 GB,,
5526,"MOTOROLA g31 (Baby Blue, 128 GB)",MOTOROLA,11999,4.1,"12,475","1,337",6 GB,128 GB,,
5535,"REDMI 10 (Pacific Blue, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
5557,"REDMI 10 (Caribbean Green, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
5561,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5570,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",SAMSUNG,11999,4.4,"1,08,205","6,211",4 GB,64 GB,,
5579,"Infinix Hot 12 Pro (Halo White, 128 GB)",Infinix,11999,4,"3,969",355,8 GB,128 GB,,
5585,"realme C35 (Glowing Green, 64 GB)",realme,11999,4.4,"1,59,779","9,431",4 GB,64 GB,,
5590,"REDMI 10 (Caribbean Green, 128 GB)",REDMI,11999,4.2,"21,630","1,610",6 GB,128 GB,,
124,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
132,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
196,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
204,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
292,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
300,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
412,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
420,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
556,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
564,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
724,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
732,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
916,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
924,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1132,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1140,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1372,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1380,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1636,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1644,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1924,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
1932,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2236,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2244,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2572,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2580,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2932,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2940,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
3316,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
3324,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
3700,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
3708,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
4108,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
4116,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
4540,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
4548,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
4996,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
5004,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
5476,"realme 9i (Prism Blue, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
5484,"realme 9i (Prism Black, 128 GB)",realme,12599,4.5,"1,16,293","6,868",4 GB,128 GB,,
2166,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
2478,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
2814,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
3174,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
3558,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
3942,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
4350,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
4782,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
5238,"Tecno POVA 4 (Uranolith Grey, 128 GB)",Tecno,12826,4.3,4,1,8 GB,128 GB,,
4464,"OPPO A16 (Crystal Black, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
4475,"OPPO A16 (Pearl Blue, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
4896,"OPPO A16 (Crystal Black, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
4907,"OPPO A16 (Pearl Blue, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
5352,"OPPO A16 (Crystal Black, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
5363,"OPPO A16 (Pearl Blue, 64 GB)",OPPO,12990,4.3,"3,670",262,4 GB,64 GB,,
13,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
18,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
37,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
42,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
85,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
90,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
125,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
126,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
157,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
162,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
197,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
198,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
223,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
234,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
253,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
258,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
293,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
294,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
319,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
330,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
338,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
353,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
373,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
378,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
413,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
414,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
439,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
450,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
458,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
473,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
487,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
517,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
522,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
557,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
558,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
583,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
594,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
602,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
617,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
631,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
649,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
666,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
685,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
690,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
725,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
726,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
751,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
762,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
770,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
785,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
799,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
817,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
834,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
863,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
877,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
882,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
917,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
918,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
943,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
954,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
962,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
977,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
991,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1009,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1026,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1055,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
1068,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1074,"REDMI 10 Prime (Astral White, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1093,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1098,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1133,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1134,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1159,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1170,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1178,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1193,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1207,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1225,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1242,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1271,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
1284,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1290,"REDMI 10 Prime (Astral White, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1333,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1338,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1373,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1374,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1399,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1410,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1418,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1433,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1447,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1465,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1482,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1511,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
1524,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1530,"REDMI 10 Prime (Astral White, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1597,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1602,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1637,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1638,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1663,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1674,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1682,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1697,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1711,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1729,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1746,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
1775,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
1788,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1794,"REDMI 10 Prime (Astral White, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
1885,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1890,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
1925,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1926,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
1951,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1962,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1970,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
1985,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
1999,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
2017,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
2034,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
2063,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
2076,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
2082,"REDMI 10 Prime (Astral White, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
2197,"MOTOROLA g52 (Metallic White, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
2202,"MOTOROLA g52 (Charcoal Grey, 128 GB)",MOTOROLA,12999,4.2,"20,882","2,628",6 GB,128 GB,,
2237,"vivo T1X (Gravity Black, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
2238,"vivo T1X (Space Blue, 128 GB)",vivo,12999,4.5,"68,117","3,863",4 GB,128 GB,,
2263,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
2274,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
2282,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",SAMSUNG,12999,4.4,"1,08,205","6,211",4 GB,128 GB,,
2297,"Infinix Note 12 5G (Force Black, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
2311,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
2329,"Infinix Note 12 5G (Snowfall, 64 GB)",Infinix,12999,4.2,"10,906","1,285",6 GB,64 GB,,
2346,"MOTOROLA G51 5G (Bright Silver, 64 GB)",MOTOROLA,12999,4.1,"16,473","2,057",4 GB,64 GB,,
2375,"realme C35 (Glowing Black, 128 GB)",realme,12999,4.4,"1,59,779","9,431",4 GB,128 GB,,
2388,"REDMI 10 Prime (Bifrost Blue, 128 GB)",REDMI,12999,4.2,"10,213",748,6 GB,128 GB,,
